# timestamp_format: EPOCH_MILLIS
# Created at: Sat Aug 16 19:50:19 2025
 
received_at,protocol,msg_type,source,raw_data
1755366625590,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265590610"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.577Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265590610""}},{""path"":""navigation.speedOverGround"",""value"":2.8808896187142587},{""path"":""navigation.courseOverGroundTrue"",""value"":0.9791297105923832},{""path"":""sensors.ais.class"",""value"":""B""},{""path"":""navigation.position"",""value"":{""longitude"":11.922188333333333,""latitude"":57.699668333333335}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625596,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265590610"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.584Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265590610""}},{""path"":""navigation.speedOverGround"",""value"":2.8808896187142587},{""path"":""navigation.courseOverGroundTrue"",""value"":0.9791297105923832},{""path"":""sensors.ais.class"",""value"":""B""},{""path"":""navigation.position"",""value"":{""longitude"":11.922188333333333,""latitude"":57.699668333333335}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625657,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""updates"":[{""source"":{""sentence"":""GSV"",""talker"":""YD"",""type"":""NMEA0183"",""label"":""ydnu""},""timestamp"":""2025-08-16T17:50:25.642Z"",""values"":[{""path"":""navigation.gnss.satellitesInView"",""value"":{""count"":12,""satellites"":[{""id"":5,""elevation"":0.19198621776321237,""azimuth"":3.5779249674053215,""SNR"":20},{""id"":13,""elevation"":1.134464014055346,""azimuth"":2.687807048684973,""SNR"":37},{""id"":14,""elevation"":0.9948376738639186,""azimuth"":1.5184364495817706,""SNR"":33},{""id"":15,""elevation"":1.1170107215314176,""azimuth"":4.415683008553884,""SNR"":34},{""id"":17,""elevation"":0.31415926543071115,""azimuth"":2.024581932775694,""SNR"":41},{""id"":22,""elevation"":1.0821041364835606,""azimuth"":2.1293016879192646,""SNR"":33},{""id"":23,""elevation"":0.5410520682417803,""azimuth"":5.305800927274233,""SNR"":37},{""id"":24,""elevation"":0.47123889814606673,""azimuth"":4.625122518841025,""SNR"":31},{""id"":30,""elevation"":0.43633231309820997,""azimuth"":1.5184364495817706,""SNR"":21},{""id"":78,""elevation"":0.20943951028714078,""azimuth"":0.8377580411485631,""SNR"":32},{""id"":80,""elevation"":0.9250245037682051,""azimuth"":3.8746309403121044,""SNR"":28},{""id"":79,""elevation"":1.1170107215314176,""azimuth"":0.9599310888160619,""SNR"":28}]}}],""$source"":""ydnu.YD""}],""context"":""vessels.urn:mrn:imo:mmsi:265599691""}
"
1755366625664,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:002655021"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.647Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""002655021""}},{""path"":""sensors.ais.class"",""value"":""BASE""},{""path"":""navigation.position"",""value"":{""longitude"":11.252868333333334,""latitude"":58.357075}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625665,NMEA0183,TCP:signalk.stupan.se:10114,YDGSV,"$YDGSV,3,1,12,05,11,205,20,13,65,154,37,14,57,087,33,15,64,253,34*7A<0D><0A>"
1755366625665,NMEA0183,TCP:signalk.stupan.se:10114,YDGSV,"$YDGSV,3,2,12,17,18,116,41,22,62,122,33,23,31,304,37,24,27,265,31*78<0D><0A>"
1755366625665,NMEA0183,TCP:signalk.stupan.se:10114,YDGSV,"$YDGSV,3,3,12,30,25,087,21,78,12,048,32,80,53,222,28,79,64,055,28*79<0D><0A>"
1755366625666,NMEA0183,TCP:signalk.stupan.se:10114,YDGSA,"$YDGSA,A,3,05,13,14,15,17,22,23,24,30,78,80,79,0.8,1.0,,1*0F<0D><0A>"
1755366625666,NMEA0183,TCP:signalk.stupan.se:10114,YDXDR,"$YDXDR,A,4.21,D,Rolm5!`%#""!*02<0D><0A>"
1755366625677,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:002655021"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.665Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""002655021""}},{""path"":""sensors.ais.class"",""value"":""BASE""},{""path"":""navigation.position"",""value"":{""longitude"":11.252868333333334,""latitude"":58.357075}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625687,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265522220"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.674Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265522220""}},{""path"":""navigation.speedOverGround"",""value"":0},{""path"":""navigation.courseOverGroundTrue"",""value"":4.242895412566994},{""path"":""navigation.headingTrue"",""value"":1.134464014055346},{""path"":""navigation.state"",""value"":""default""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":11.667305,""latitude"":57.699115}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625719,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:211303340"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.706Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""211303340""}},{""path"":""navigation.speedOverGround"",""value"":0},{""path"":""sensors.ais.class"",""value"":""B""},{""path"":""navigation.position"",""value"":{""longitude"":11.964383333333334,""latitude"":57.71189833333333}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625731,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265522220"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.719Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265522220""}},{""path"":""navigation.speedOverGround"",""value"":0},{""path"":""navigation.courseOverGroundTrue"",""value"":4.242895412566994},{""path"":""navigation.headingTrue"",""value"":1.134464014055346},{""path"":""navigation.state"",""value"":""default""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":11.667305,""latitude"":57.699115}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625748,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265567200"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.731Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265567200""}},{""path"":""navigation.speedOverGround"",""value"":0},{""path"":""navigation.courseOverGroundTrue"",""value"":0},{""path"":""sensors.ais.class"",""value"":""B""},{""path"":""navigation.position"",""value"":{""longitude"":11.769103333333334,""latitude"":57.69139}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625750,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265567200"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.738Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265567200""}},{""path"":""navigation.speedOverGround"",""value"":0},{""path"":""navigation.courseOverGroundTrue"",""value"":0},{""path"":""sensors.ais.class"",""value"":""B""},{""path"":""navigation.position"",""value"":{""longitude"":11.769103333333334,""latitude"":57.69139}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625767,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265808520"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.754Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265808520""}},{""path"":""navigation.speedOverGround"",""value"":0.8231113196326455},{""path"":""navigation.courseOverGroundTrue"",""value"":1.3491395120996652},{""path"":""navigation.headingTrue"",""value"":4.502949471173527},{""path"":""navigation.state"",""value"":""motoring""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":11.712921666666666,""latitude"":57.79023}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625776,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265808520"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.758Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265808520""}},{""path"":""navigation.speedOverGround"",""value"":0.8231113196326455},{""path"":""navigation.courseOverGroundTrue"",""value"":1.3491395120996652},{""path"":""navigation.headingTrue"",""value"":4.502949471173527},{""path"":""navigation.state"",""value"":""motoring""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":11.712921666666666,""latitude"":57.79023}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625784,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265679120"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.772Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265679120""}},{""path"":""design.length"",""value"":{""overall"":10}},{""path"":""design.beam"",""value"":4},{""path"":""sensors.ais.fromBow"",""value"":6},{""path"":""sensors.ais.fromCenter"",""value"":-1},{""path"":"""",""value"":{""communication"":{""callsignVhf"":""7SY5703""}}},{""path"":""design.aisShipType"",""value"":{""id"":37,""name"":""Pleasure""}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625786,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""updates"":[{""source"":{""sentence"":""HDM"",""talker"":""HC"",""type"":""NMEA0183"",""label"":""VDR_halso""},""timestamp"":""2025-08-16T17:50:25.774Z"",""values"":[{""path"":""navigation.headingMagnetic"",""value"":3.6714920686261014}],""$source"":""VDR_halso.HC""}],""context"":""vessels.urn:mrn:imo:mmsi:265599691""}
"
1755366625810,NMEA0183,TCP:signalk.stupan.se:10114,HCHDM,"$HCHDM,210.361,M*2e<0D><0A>"
1755366625818,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:002655021"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""SAAB_R4""},""timestamp"":""2025-08-16T17:50:25.806Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""002655021""}},{""path"":""sensors.ais.class"",""value"":""BASE""},{""path"":""navigation.position"",""value"":{""longitude"":11.252868333333334,""latitude"":58.357075}}],""$source"":""SAAB_R4.AI""}]}
"
1755366625855,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265724000"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.843Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265724000""}},{""path"":"""",""value"":{""name"":""SCANDICA""}},{""path"":""design.length"",""value"":{""overall"":55}},{""path"":""design.beam"",""value"":12},{""path"":""design.draft"",""value"":{""current"":4}},{""path"":""sensors.ais.fromBow"",""value"":35},{""path"":""sensors.ais.fromCenter"",""value"":0},{""path"":""navigation.destination.commonName"",""value"":""FAIRWAYWORK""},{""path"":"""",""value"":{""communication"":{""callsignVhf"":""SKFZ""}}},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":"""",""value"":{""registrations"":{""imo"":""IMO 8129383""}}},{""path"":""design.aisShipType"",""value"":{""id"":90,""name"":""Other""}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625899,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:244224000"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.887Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""244224000""}},{""path"":""navigation.speedOverGround"",""value"":0.10288891495408069},{""path"":""navigation.courseOverGroundTrue"",""value"":2.736676267751973},{""path"":""navigation.headingTrue"",""value"":4.485496178649599},{""path"":""navigation.state"",""value"":""anchored""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":10.614826666666668,""latitude"":57.683836666666664}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625910,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265001100"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.897Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265001100""}},{""path"":""navigation.speedOverGround"",""value"":3.446778650961703},{""path"":""navigation.courseOverGroundTrue"",""value"":1.459095255000414},{""path"":""navigation.headingTrue"",""value"":1.396263401914272},{""path"":""navigation.state"",""value"":""motoring""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":11.880081666666667,""latitude"":57.60789666666667}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625918,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265001100"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.899Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265001100""}},{""path"":""navigation.speedOverGround"",""value"":3.446778650961703},{""path"":""navigation.courseOverGroundTrue"",""value"":1.459095255000414},{""path"":""navigation.headingTrue"",""value"":1.396263401914272},{""path"":""navigation.state"",""value"":""motoring""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":11.880081666666667,""latitude"":57.60789666666667}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625928,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:244224000"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.909Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""244224000""}},{""path"":""navigation.speedOverGround"",""value"":0.10288891495408069},{""path"":""navigation.courseOverGroundTrue"",""value"":2.736676267751973},{""path"":""navigation.headingTrue"",""value"":4.485496178649599},{""path"":""navigation.state"",""value"":""anchored""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":10.614826666666668,""latitude"":57.683836666666664}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625957,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:232025009"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:25.945Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""232025009""}},{""path"":""navigation.speedOverGround"",""value"":4.218445513117308},{""path"":""navigation.courseOverGroundTrue"",""value"":0.947713784049312},{""path"":""navigation.headingTrue"",""value"":0.9773843813399903},{""path"":""navigation.state"",""value"":""motoring""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":9.84115,""latitude"":57.657655}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366625967,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""updates"":[{""source"":{""sentence"":""ZDA"",""talker"":""YD"",""type"":""NMEA0183"",""label"":""ydnu""},""timestamp"":""2025-08-16T17:50:25.949Z"",""values"":[{""path"":""navigation.datetime"",""value"":""2025-08-16T17:50:25.780Z""}],""$source"":""ydnu.YD""}],""context"":""vessels.urn:mrn:imo:mmsi:265599691""}
"
1755366625967,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""updates"":[{""source"":{""sentence"":""ROT"",""talker"":""YD"",""type"":""NMEA0183"",""label"":""ydnu""},""timestamp"":""2025-08-16T17:50:25.949Z"",""values"":[{""path"":""navigation.rateOfTurn"",""value"":0.0157952297341552}],""$source"":""ydnu.YD""}],""context"":""vessels.urn:mrn:imo:mmsi:265599691""}
"
1755366625984,NMEA0183,TCP:signalk.stupan.se:10114,YDZDA,"$YDZDA,175025.78,16,08,2025,,*6D<0D><0A>"
1755366625984,NMEA0183,TCP:signalk.stupan.se:10114,YDROT,"$YDROT,54.3,A*09<0D><0A>"
1755366626008,NMEA0183,TCP:signalk.stupan.se:10114,PMCAG,"$PMCAG,900,3-D,L*5B<0D><0A>"
1755366626034,NMEA0183,TCP:signalk.stupan.se:10114,GPRMC,"$GPRMC,,A,5743.2659,N,1135.1780,E,9.700,213.361,230394,,W*7a<0D><0A>"
1755366626035,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""updates"":[{""source"":{""sentence"":""RMC"",""talker"":""GP"",""type"":""NMEA0183"",""label"":""VDR_halso""},""timestamp"":""2094-03-23T17:50:26.000Z"",""values"":[{""path"":""navigation.position"",""value"":{""longitude"":11.5863,""latitude"":57.72109833333333}},{""path"":""navigation.courseOverGroundTrue"",""value"":3.723851946197887},{""path"":""navigation.speedOverGround"",""value"":4.990112375272913},{""path"":""navigation.magneticVariation"",""value"":null},{""path"":""navigation.magneticVariationAgeOfService"",""value"":3920205026},{""path"":""navigation.datetime"",""value"":""2094-03-23T17:50:26.000Z""}],""$source"":""VDR_halso.GP""}],""context"":""vessels.urn:mrn:imo:mmsi:265599691""}
"
1755366626086,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265501910"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:26.073Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265501910""}},{""path"":""navigation.speedOverGround"",""value"":0.051444457477040344},{""path"":""navigation.courseOverGroundTrue"",""value"":0.8185594193722419},{""path"":""navigation.headingTrue"",""value"":2.373647783254262},{""path"":""navigation.state"",""value"":""motoring""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":11.91345,""latitude"":57.693466666666666}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366626092,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265509950"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:26.076Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265509950""}},{""path"":""navigation.speedOverGround"",""value"":6.379112727153003},{""path"":""navigation.courseOverGroundTrue"",""value"":3.5482543701146434},{""path"":""navigation.headingTrue"",""value"":3.560471674881393},{""path"":""navigation.state"",""value"":""motoring""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":11.81314,""latitude"":57.627763333333334}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366626141,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:265732760"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:26.128Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""265732760""}},{""path"":""navigation.speedOverGround"",""value"":0},{""path"":""navigation.courseOverGroundTrue"",""value"":0.1274090354246773},{""path"":""navigation.headingTrue"",""value"":3.2986722870224674},{""path"":""navigation.state"",""value"":""motoring""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":11.229963333333334,""latitude"":58.354173333333335}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366626157,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""updates"":[{""source"":{""sentence"":""GSV"",""talker"":""YD"",""type"":""NMEA0183"",""label"":""ydnu""},""timestamp"":""2025-08-16T17:50:26.138Z"",""values"":[{""path"":""navigation.gnss.satellitesInView"",""value"":{""count"":12,""satellites"":[{""id"":5,""elevation"":0.19198621776321237,""azimuth"":3.5779249674053215,""SNR"":20},{""id"":13,""elevation"":1.134464014055346,""azimuth"":2.687807048684973,""SNR"":37},{""id"":14,""elevation"":0.9948376738639186,""azimuth"":1.5184364495817706,""SNR"":33},{""id"":15,""elevation"":1.1170107215314176,""azimuth"":4.415683008553884,""SNR"":34},{""id"":17,""elevation"":0.31415926543071115,""azimuth"":2.024581932775694,""SNR"":41},{""id"":22,""elevation"":1.0821041364835606,""azimuth"":2.1293016879192646,""SNR"":33},{""id"":23,""elevation"":0.5410520682417803,""azimuth"":5.305800927274233,""SNR"":37},{""id"":24,""elevation"":0.47123889814606673,""azimuth"":4.625122518841025,""SNR"":31},{""id"":30,""elevation"":0.43633231309820997,""azimuth"":1.5184364495817706,""SNR"":21},{""id"":78,""elevation"":0.20943951028714078,""azimuth"":0.8377580411485631,""SNR"":32},{""id"":80,""elevation"":0.9250245037682051,""azimuth"":3.8746309403121044,""SNR"":28},{""id"":79,""elevation"":1.1170107215314176,""azimuth"":0.9599310888160619,""SNR"":28}]}}],""$source"":""ydnu.YD""}],""context"":""vessels.urn:mrn:imo:mmsi:265599691""}
"
1755366626164,NMEA0183,TCP:signalk.stupan.se:10114,YDGSV,"$YDGSV,3,1,12,05,11,205,20,13,65,154,37,14,57,087,33,15,64,253,34*7A<0D><0A>"
1755366626164,NMEA0183,TCP:signalk.stupan.se:10114,YDGSV,"$YDGSV,3,2,12,17,18,116,41,22,62,122,33,23,31,304,37,24,27,265,31*78<0D><0A>"
1755366626164,NMEA0183,TCP:signalk.stupan.se:10114,YDGSV,"$YDGSV,3,3,12,30,25,087,21,78,12,048,32,80,53,222,28,79,64,055,28*79<0D><0A>"
1755366626165,NMEA0183,TCP:signalk.stupan.se:10114,YDGSA,"$YDGSA,A,3,05,13,14,15,17,22,23,24,30,78,80,79,0.8,1.0,,1*0F<0D><0A>"
1755366626165,NMEA0183,TCP:signalk.stupan.se:10114,YDXDR,"$YDXDR,A,4.21,D,Rolm5!`%#""!*02<0D><0A>"
1755366626176,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:258092000"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:26.159Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""258092000""}},{""path"":""navigation.speedOverGround"",""value"":12.449558709443762},{""path"":""navigation.courseOverGroundTrue"",""value"":3.3213615673035743},{""path"":""navigation.headingTrue"",""value"":3.3510321645942525},{""path"":""navigation.state"",""value"":""motoring""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":9.981588333333333,""latitude"":58.10203333333333}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366626193,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""context"":""vessels.urn:mrn:imo:mmsi:258092000"",""updates"":[{""source"":{""sentence"":""VDM"",""talker"":""AI"",""type"":""NMEA0183"",""label"":""Gunnar_TCP""},""timestamp"":""2025-08-16T17:50:26.175Z"",""values"":[{""path"":"""",""value"":{""mmsi"":""258092000""}},{""path"":""navigation.speedOverGround"",""value"":12.449558709443762},{""path"":""navigation.courseOverGroundTrue"",""value"":3.3213615673035743},{""path"":""navigation.headingTrue"",""value"":3.3510321645942525},{""path"":""navigation.state"",""value"":""motoring""},{""path"":""sensors.ais.class"",""value"":""A""},{""path"":""navigation.specialManeuver"",""value"":""not available""},{""path"":""navigation.position"",""value"":{""longitude"":9.981588333333333,""latitude"":58.10203333333333}}],""$source"":""Gunnar_TCP.AI""}]}
"
1755366626210,SignalK,signalk.stupan.se:3000,"vessels.urn:mrn:imo:mmsi:265599691","{""updates"":[{""values"":[{""path"":""stupan.baga.pressure"",""value"":1.1}],""$source"":""Pico_W_Baga"",""timestamp"":""2025-08-16T17:50:26.193Z""}],""context"":""vessels.urn:mrn:imo:mmsi:265599691""}
"
